#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1051
#Date Time: 2022-12-04 15:44:12.413
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X

Time (s),Channel 1 (V),Channel 2 (V)
0.0041425,0.268429950507853,0.8659905149952857
0.00414375,0.271815946122025,0.8646469819938808
0.004145,0.2772335391047002,0.8656546317449345
0.00414625,0.2863757272629646,0.8676699312470417
0.0041475,0.276894939543283,0.8680058144973929
0.00414875,0.2752019417361969,0.8686775809980953
0.00415,0.2738475434905281,0.8676699312470417
0.00415125,0.2799423355960378,0.8696852307491489
0.0041525,0.2812967338417066,0.8696852307491489
0.00415375,0.276894939543283,0.8706928805002027
0.004155,0.2714773465606078,0.8683416977477442
0.00415625,0.2711387469991905,0.8706928805002027
0.0041575,0.2697843487535218,0.8696852307491489
0.00415875,0.2752019417361969,0.8706928805002027
0.00416,0.2738475434905281,0.8706928805002027
0.00416125,0.2762177404204486,0.8700211139995002
0.0041625,0.2752019417361969,0.8703569972498514
0.00416375,0.2752019417361969,0.8706928805002027
0.004165,0.2758791408590314,0.8700211139995002
0.00416625,0.2812967338417066,0.8703569972498514
0.0041675,0.2799423355960378,0.8703569972498514
0.00416875,0.2762177404204486,0.8686775809980953
0.00417,0.2694457491921046,0.8683416977477442
0.00417125,0.268429950507853,0.8690134642484466
0.0041725,0.2789265369117861,0.8676699312470417
0.00417375,0.2724931452448593,0.8676699312470417
0.004175,0.2708001474377734,0.8673340479966906
0.00417625,0.263350957086595,0.8653187484945832
0.0041775,0.2819739329645409,0.8673340479966906
0.00417875,0.2704615478763562,0.8646469819938808
0.00418,0.2677527513850186,0.8629675657421247
0.00418125,0.2829897316487925,0.863303448992476
0.0041825,0.2640281562094294,0.8636393322428272
0.00418375,0.2728317448062766,0.8606163829896664
0.004185,0.2680913509464358,0.8602804997393151
0.00418625,0.2745247426133626,0.8579293169868567
0.0041875,0.268429950507853,0.8589369667379103
0.00418875,0.2789265369117861,0.8575934337365054
0.00419,0.2782493377889518,0.8555781342343982
0.00419125,0.2762177404204486,0.8538987179826422
0.0041925,0.2799423355960378,0.8538987179826422
0.00419375,0.276894939543283,0.8518834184805348
0.004195,0.2816353334031237,0.8498681189784276
0.00419625,0.2680913509464358,0.848860469227374
0.0041975,0.2755405412976142,0.8468451697252667
0.00419875,0.2711387469991905,0.8458375199742131
0.0042,0.2701229483149389,0.8431504539714034
0.00420125,0.2748633421747798,0.8414710377196474
0.0042025,0.2745247426133626,0.8411351544692962
0.00420375,0.2789265369117861,0.8384480884664864
0.004205,0.2701229483149389,0.8364327889643792
0.00420625,0.2840055303330442,0.8354251392133256
0.0042075,0.2660597535779325,0.8320663067098135
0.00420875,0.2843441298944613,0.8317304234594622
0.00421,0.2663983531393498,0.8283715909559501
0.00421125,0.283666930771627,0.8273639412048965
0.0042125,0.2779107382275345,0.8240051087013844
0.00421375,0.2762177404204486,0.8219898091992772
0.004215,0.2867143268243817,0.8216539259489259
0.00421625,0.2748633421747798,0.8176233269447115
0.0042175,0.2779107382275345,0.8159439106929555
0.00421875,0.2833283312102098,0.8142644944411994
0.00422,0.2660597535779325,0.8098980121866336
0.00422125,0.2745247426133626,0.8075468294341752
0.0042225,0.2660597535779325,0.8051956466817167
0.00422375,0.2704615478763562,0.8028444639292582
0.004225,0.2758791408590314,0.8011650476775022
0.00422625,0.266736952700767,0.7981420984243413
0.0042275,0.276894939543283,0.794447382670478
0.00422875,0.276894939543283,0.7920961999180195
0.00423,0.2752019417361969,0.7890732506648587
0.00423125,0.2796037360346206,0.7857144181613466
0.0042325,0.2731703443676938,0.7840350019095905
0.00423375,0.2799423355960378,0.7789967531543224
0.004235,0.271815946122025,0.7786608699039711
0.00423625,0.2694457491921046,0.7742943876494054
0.0042375,0.2826511320873754,0.7699279053948397
0.00423875,0.2708001474377734,0.7689202556437861
0.00424,0.2782493377889518,0.7652255398899227
0.00424125,0.2765563399818657,0.7622025906367619
0.0042425,0.2704615478763562,0.7585078748828985
0.00424375,0.2833283312102098,0.7538055093779816
0.004245,0.2687685500692701,0.7517902098758743
0.00424625,0.285359928578713,0.748095494122011
0.0042475,0.2704615478763562,0.7457443113695525
0.00424875,0.2724931452448593,0.7403701793639332
0.00425,0.266736952700767,0.7376831133611236
0.00425125,0.2748633421747798,0.7343242808576115
0.0042525,0.2765563399818657,0.7296219153526945
0.00425375,0.2697843487535218,0.7249195498477775
0.004255,0.2840055303330442,0.7229042503456703
0.00425625,0.2758791408590314,0.7188736513414558
0.0042575,0.2748633421747798,0.7155148188379437
0.00425875,0.2833283312102098,0.7108124533330268
0.00426,0.2704615478763562,0.7071177375791634
0.00426125,0.2819739329645409,0.7034230218253001
0.0042625,0.2802809351574549,0.698384773070032
0.00426375,0.2680913509464358,0.6960335903175735
0.004265,0.2748633421747798,0.6899876918112517
0.00426625,0.2758791408590314,0.6876365090587933
0.0042675,0.2748633421747798,0.6829341435538763
0.00426875,0.276894939543283,0.6778958947986081
0.00427,0.2799423355960378,0.6748729455454473
0.00427125,0.2809581342802894,0.6701705800405303
